iter	RMSE
275	0.1194289946
276	0.1192470385
277	0.1190738503
278	0.1189911551
279	0.1188675336
280	0.1186785662
281	0.1186521406
282	0.1185527754
283	0.1183707339
284	0.1182194902
285	0.1180997884
286	0.1179891432
287	0.1178400352
288	0.1175344124
289	0.1173339884
290	0.1173164595
291	0.1172367595
292	0.1170499253
293	0.1169552669
294	0.1167905398
295	0.1166373205
296	0.1165836175
297	0.1164684288
298	0.1164547566
299	0.1163777338
300	0.1162072574
301	0.1160107726
302	0.1159038687
303	0.1158166307
304	0.1158038151
305	0.1156231398
306	0.1154634316
307	0.1153898827
308	0.1152240928
309	0.115065719
310	0.1149414305
311	0.1148173302
312	0.1145555275
313	0.1143529466
314	0.1142460194
315	0.1139478291
316	0.113785336
317	0.1136719213
318	0.1135379166
319	0.1134616598
320	0.1132745168
321	0.1131073767
322	0.1130957827
323	0.1129741948
324	0.1127567199
325	0.1126492319
326	0.1125896347
327	0.1123652096
328	0.1122311144
329	0.1120358672
330	0.1117786329
331	0.1116851171
332	0.1115539071
333	0.1113236659
334	0.1111314618
335	0.1109752477
336	0.1108640231
337	0.1107283907
338	0.1105199082
339	0.1104291939
340	0.1102887719
341	0.1101853946
342	0.1100302016
343	0.1098503968
344	0.1097278123
345	0.1096588721
346	0.1095645982
347	0.1094085411
348	0.1093174841
349	0.1092307446
350	0.1091127136
351	0.1089885208
352	0.1088338663
353	0.108767013
354	0.1086648148
355	0.108587941
356	0.108524524
357	0.1084571802
358	0.1083614029
359	0.1082886916
360	0.1080765368
361	0.1079636833
362	0.107848895
363	0.1076627915
364	0.1075055071
365	0.1074366818
366	0.1072666096
367	0.1070650054
368	0.1069068613
369	0.1067301521
370	0.1065940133
371	0.1064883501
372	0.1063487435
373	0.1062479371
374	0.1061744325
375	0.1059933606
376	0.1058667431
377	0.1056051583
378	0.1054656647
379	0.1053136876
380	0.1052070786
381	0.1051301184
382	0.1050637554
383	0.1049580762
384	0.1048590547
385	0.1047251691
386	0.1046193378
387	0.1045609574
388	0.1044837186
389	0.1043185956
390	0.1043033279
391	0.1042622023
392	0.104107997
393	0.1040703214
394	0.1038919719
395	0.1038180782
396	0.1037093048
397	0.1035394697
398	0.103380219
399	0.1033251407
400	0.1031345428
401	0.1029909759
402	0.1028080111
403	0.1026067652
404	0.10248263
405	0.1023326135
406	0.1022099217
407	0.1021183031
408	0.1020137065
409	0.1018366589
410	0.1017623184
411	0.1016704109
412	0.1015446438
413	0.1014414879
414	0.1013447458
415	0.1012231446
416	0.1011684072
417	0.1009879022
418	0.1009165896
419	0.100845997
420	0.1007359246
421	0.1006492439
422	0.1005246734
423	0.1004182317
424	0.100303243
425	0.100132456
426	0.09998525561
427	0.09986873643
428	0.09973160852
429	0.09962705183
430	0.09951081375
431	0.09948182597
432	0.09937191971
433	0.09926125548
434	0.09922094194
435	0.09921202676
436	0.09903164502
437	0.09884128801
438	0.09882730322
439	0.0986200576
440	0.09851442479
441	0.09841948296
442	0.09825110922
443	0.09816341838
444	0.09804340423
445	0.09788255245
446	0.09776588528
447	0.09764152218
448	0.09749524854
449	0.09736264548
450	0.09720659621
451	0.09711868302
452	0.09701634043
453	0.09689171091
454	0.09670443487
455	0.09658601328
456	0.09652513034
457	0.09641709437
458	0.09640936938
459	0.09629279078
460	0.09616424533
461	0.09607010431
462	0.09587022629
463	0.09585813351
464	0.09576363106
465	0.09567563212
466	0.09551934372
467	0.095459545
468	0.09540818362
469	0.09530442232
470	0.0952933066
471	0.09519124157
472	0.09509489718
473	0.09508838094
474	0.09495234635
475	0.09481928733
476	0.09474888003
477	0.09465086415
478	0.09453698475
479	0.09441351348
480	0.0943600113
481	0.09425460466
482	0.09418362345
483	0.09403823555
484	0.09391388251
485	0.09386984018
486	0.09373348569
487	0.09357135115
488	0.09352140014
489	0.09347329353
490	0.09331341592
491	0.09321159905
492	0.09307108933
493	0.09293359084
494	0.09281757392
495	0.09274198397
496	0.09263733115
497	0.09252844229
498	0.09242794535
499	0.09228738442
500	0.09227351908
501	0.09212787031
502	0.09211801522
503	0.09196842145
504	0.09192588289
505	0.0918507489
506	0.09177694815
507	0.09163798085
508	0.09153646585
509	0.09143169893
510	0.0913206281
511	0.09120850543
512	0.09117168688
513	0.09110930129
514	0.09103782285
515	0.09100028964
516	0.09092159594
517	0.09079744334
518	0.09075333117
519	0.09062434563
520	0.09061740077
521	0.09051931776
522	0.09040770276
523	0.09034820811
524	0.0903396597
525	0.09022974543
526	0.09013110124
527	0.08999770205
528	0.08992518549
529	0.08981493079
530	0.08979671299
531	0.08971975775
532	0.08960615084
533	0.0895668187
534	0.08948138687
535	0.08941762089
536	0.0893306413
537	0.0892072967
538	0.08916696508
539	0.08907287458
540	0.08901610122
541	0.08900965011
542	0.08892842773
543	0.08890101865
544	0.08885036993
545	0.08872618632
546	0.08863707733
547	0.08851103118
548	0.08844137755
549	0.08833703679
550	0.08820731109
551	0.08813678693
552	0.08805985923
553	0.08800606921
554	0.08795756817
555	0.08789054322
556	0.08779793406
557	0.08768800185
558	0.08764516819
559	0.08754497157
560	0.0874226071
561	0.08732815412
562	0.08726557903
563	0.08717532667
564	0.08716680618
565	0.08710088593
566	0.08698145047
567	0.08691039185
568	0.08688868433
569	0.08676679522
570	0.08666744667
571	0.08655925684
572	0.08649766556
573	0.08649264147
574	0.08641954943
575	0.08631375955
576	0.08624103641
577	0.08615852312
578	0.08600666895
579	0.08595522341
580	0.08589476641
581	0.08586131138
582	0.08572116349
583	0.08561194386
584	0.08553673792
585	0.08545477219
586	0.08537199003
587	0.08529478479
588	0.08517870094
589	0.08507781184
590	0.08497974153
591	0.08487396733
592	0.08486485378
593	0.08473950619
594	0.0846812042
595	0.08459086748
596	0.08448535957
597	0.08438341042
598	0.08429033328
599	0.08420026621
600	0.08412052094
601	0.08399851958
602	0.0838888818
603	0.08380694039
604	0.08371326728
605	0.08364926312
606	0.08354943948
607	0.08344398697
608	0.08331909737
609	0.08323434793
610	0.08310818958
611	0.0829800349
612	0.08291525488
613	0.08280554569
614	0.08266850662
615	0.08252895112
616	0.08244316687
617	0.08233822495
618	0.08229455587
619	0.08221892665
620	0.08211585536
621	0.08201006821
622	0.08193614217
623	0.08187839005
624	0.08180619831
625	0.08168235036
626	0.08167717415
627	0.0815940282
628	0.08158720767
629	0.08156572674
630	0.08148985184
631	0.08142501309
632	0.08135410773
633	0.081249418
634	0.08119413419
635	0.08112165796
636	0.08101468034
637	0.08096378429
638	0.08095727866
639	0.08087782955
640	0.08082367996
641	0.0807223496
642	0.0805933451
643	0.08049756617
644	0.08043593464
645	0.08032813649
646	0.08019424402
647	0.08018503408
648	0.08015101229
649	0.080144658
650	0.08009679165
651	0.08000992014
652	0.0799163756
653	0.07974611504
654	0.07971887871
655	0.07965116099
656	0.07957861835
657	0.07951279519
658	0.07944042572
659	0.07934420746
660	0.07934000716
661	0.07928868835
662	0.079202963
663	0.07913282792
664	0.07902503201
665	0.07893371607
666	0.07888912475
667	0.07888439707
668	0.07882459076
669	0.07873494417
670	0.07863268531
671	0.07851512273
672	0.07845907668
673	0.07840742313
674	0.07840093652
675	0.07835235053
676	0.07826091334
677	0.07819477677
678	0.07809470978
679	0.07807447585
680	0.07802282334
681	0.07801687256
682	0.07793967953
683	0.07783221344
684	0.07776118412
685	0.0776473156
686	0.07758400603
687	0.07749544195
688	0.07743821841
689	0.07733995566
690	0.07727014205
691	0.07726197488
692	0.07718993245
693	0.07715899746
694	0.07710232192
695	0.07709306054
696	0.07703368326
697	0.0769891213
698	0.07687234438
699	0.07678846296
700	0.07677946627
701	0.0766845444
702	0.07656901635
703	0.07646686824
704	0.07640991653
705	0.07634790571
706	0.07625729899
707	0.07619335338
708	0.07613461923
709	0.07612834181
710	0.0760588188
711	0.07597588538
712	0.07587357531
713	0.07580729028
714	0.07574299983
715	0.07565108603
716	0.07564435863
717	0.07555569734
718	0.0755208945
719	0.07544984649
720	0.07538000501
721	0.07527685992
722	0.07520351985
723	0.07515771613
724	0.07509801255
725	0.07502990858
726	0.07494106276
727	0.07487189321
728	0.07482027843
729	0.07478040794
730	0.07465863031
731	0.07458221416
732	0.07452657369
733	0.07452185734
734	0.07443744056
735	0.07434122725
736	0.07424461044
737	0.07423855069
738	0.07417214023
739	0.07413604743
740	0.07406354637
741	0.07405959028
742	0.07398760869
743	0.07391171707
744	0.07381767857
745	0.07373449739
746	0.07368245068
747	0.07363652187
748	0.07353854008
749	0.0734106099
750	0.07333844385
751	0.07327330651
752	0.07321031899
753	0.07315153438
754	0.07309971957
755	0.07300727604
756	0.07294869432
757	0.07285884417
758	0.07276951018
759	0.07270236266
760	0.07265402553
761	0.07257623554
762	0.07250299878
763	0.07245807913
764	0.07245157133
765	0.0723872642
766	0.07223059316
767	0.07222724261
768	0.07217044526
769	0.07211716599
770	0.0720545434
771	0.07205067783
772	0.07195984275
773	0.07188288228
774	0.07182679755
775	0.07176845303
776	0.07176383789
777	0.07168952035
778	0.07164079642
779	0.07159954216
780	0.07155036569
781	0.07147921642
782	0.07140730637
783	0.07130941345
784	0.07122052686
785	0.07112495932
786	0.0710865007
787	0.07104525281
788	0.07101160223
789	0.07087342184
790	0.07080122264
791	0.07074189772
792	0.07066095932
793	0.07058966662
794	0.07053412099
795	0.07042939916
796	0.07039014744
797	0.07036705669
798	0.07032311809
799	0.07022801411
800	0.07017862379
801	0.07012558845
802	0.06998471365
803	0.06992852836
804	0.06983403554
805	0.06976894562
806	0.06969985028
807	0.06961954362
808	0.06961179316
809	0.06949549418
810	0.06947401812
811	0.06941279179
812	0.06935690108
813	0.0693159167
814	0.06923821219
815	0.06921488393
816	0.0691309109
817	0.06908793988
818	0.06902328968
819	0.06897459856
820	0.06893272519
821	0.0688774706
822	0.06885529905
823	0.06883283843
824	0.06872931651
825	0.06865990693
826	0.06861515859
827	0.06855589973
828	0.06849667508
829	0.06842779699
830	0.06836208592
831	0.06824251323
832	0.06819763786
833	0.06813889266
834	0.06809116108
835	0.06801702308
836	0.06800612715
837	0.06791852438
838	0.06782935148
839	0.06779530726
840	0.06772767612
841	0.06760688137
842	0.06750264588
843	0.06740637028
844	0.06738376284
845	0.06735307037
846	0.06729688218
847	0.06721276985
848	0.0671485817
849	0.06708317869
850	0.06702398392
851	0.06700031663
852	0.06692770081
853	0.06689499383
854	0.06683346074
855	0.06674942805
856	0.06669903866
857	0.0666920901
858	0.06661579097
859	0.06655747576
860	0.06651934999
861	0.06646408709
862	0.06640670536
863	0.06637652539
864	0.0662885308
865	0.06626620419
866	0.06618317855
867	0.06611675621
868	0.06606706055
869	0.06600455424
870	0.06595457987
871	0.06587339615
872	0.06586979912
873	0.06574993581
874	0.0657122982
875	0.0656420548
876	0.06563536971
877	0.06561431898
878	0.06557150687
879	0.06556711961
880	0.06552745387
881	0.06543955039
882	0.0653994353
883	0.06534504798
884	0.06530624803
885	0.06524360506
886	0.06519113192
887	0.06514129683
888	0.06509331109
889	0.06504264391
890	0.06497835894
891	0.06492414817
892	0.06489775573
893	0.06481874849
894	0.06473920071
895	0.06468729936
896	0.06458603407
897	0.0645501285
898	0.06451333713
899	0.06443171688
900	0.06442607488
901	0.06438309671
902	0.06435441589
903	0.06431710918
904	0.06426729606
905	0.0642061855
906	0.06414169689
907	0.06407048027
908	0.06399589825
909	0.06394508026
910	0.06387977715
911	0.06383068675
912	0.06377184293
913	0.06376817297
914	0.06370788479
915	0.06367535539
916	0.06359093409
917	0.06354343707
918	0.06348816003
919	0.06339012302
920	0.06335121758
921	0.06326933599
922	0.06326335961
923	0.06321080801
924	0.06313169635
925	0.06308944628
926	0.06303692654
927	0.06299005636
928	0.0629613531
929	0.06292877663
930	0.0628514076
931	0.06278483209
932	0.06266750073
933	0.06261814678
934	0.06253221972
935	0.06247409606
936	0.06246315149
937	0.06244264231
938	0.06241076369
939	0.06236672209
940	0.0623111181
941	0.06225429271
942	0.06219829568
943	0.06215890605
944	0.06211052114
945	0.06203844879
946	0.0620071839
947	0.06195304897
948	0.06192047764
949	0.06186400775
950	0.06186098085
951	0.06179497342
952	0.06174092309
953	0.06168356279
954	0.06162327877
955	0.06156049256
956	0.06152369471
957	0.06149549199
958	0.06145371409
959	0.06141411434
960	0.06138125468
961	0.06130739213
962	0.06126957351
963	0.06115097252
964	0.06108396235
965	0.06103393273
966	0.06099659696
967	0.06095448571
968	0.0609325368
969	0.06087801421
970	0.06081536646
971	0.06076453591
972	0.06072951794
973	0.06065901953
974	0.06059998936
975	0.06056130161
976	0.06054069756
977	0.06048288733
978	0.06042110252
979	0.06041801455
980	0.06034518469
981	0.06029460897
982	0.0602620535
983	0.06018165558
984	0.06017512554
985	0.06012392698
986	0.06005015017
987	0.06002032179
988	0.05992493227
989	0.05986119574
990	0.05980552598
991	0.05970816058
992	0.05966630219
993	0.05966175581
994	0.05965913411
995	0.05958986265
996	0.05956141373
997	0.05946891091
998	0.05944628733
999	0.05941014897
